State,County,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10
Alabama,Baldwin,48,45,3,0,0,0,0,58,49,36,0,0,27,0,21,0
Alabama,Clay,27,20,7,0,0,0,0,66,60,36,0,0,0,0,27,0
Alabama,Colbert,51,47,4,0,0,0,0,63,46,41,0,0,28,0,23,0
Alabama,DeKalb,68,64,4,0,0,0,0,57,45,36,0,0,50,0,18,0
Alabama,Elmore,14,14,0,0,0,0,0,47,47,41,0,0,14,0,0,0
Alabama,Etowah,87,54,33,0,0,0,0,90,62,47,0,0,7,0,80,0
Alabama,Houston,49,44,4,1,0,0,0,131,51,38,0,0,27,0,22,0
Alabama,Jefferson,120,49,67,4,0,0,0,116,79,54,0,2,28,30,60,0
Alabama,Madison,45,44,1,0,0,0,0,65,43,10,0,0,0,0,18,27
Alabama,Mobile,90,71,17,2,0,0,0,139,53,40,0,0,18,2,70,0
Alabama,Montgomery,87,56,30,1,0,0,0,128,67,43,0,0,14,0,73,0
Alabama,Morgan,90,84,6,0,0,0,0,59,48,34,0,0,26,0,64,0
Alabama,Russell,43,34,9,0,0,0,0,86,63,43,0,0,23,0,20,0
Alabama,Shelby,82,79,3,0,0,0,0,60,43,1,0,0,25,57,0,0
Alabama,Sumter,79,70,9,0,0,0,0,66,51,39,0,0,19,0,60,0
Alabama,Talladega,29,21,8,0,0,0,0,70,58,36,0,0,0,0,29,0
Alabama,Tuscaloosa,80,61,18,1,0,0,0,123,56,42,0,0,20,0,60,0
Alaska,Anchorage ,102,89,13,0,0,0,0,67,52,17,0,0,0,0,0,102
Alaska,Denali ,87,87,0,0,0,0,0,46,42,39,0,0,87,0,0,0
Alaska,Matanuska-Susitna ,89,85,4,0,0,0,0,80,45,15,0,0,0,0,80,9
Arizona,Apache,95,95,0,0,0,0,0,49,17,10,0,0,0,0,10,85
Arizona,Cochise,90,80,10,0,0,0,0,67,52,44,0,0,80,0,2,8
Arizona,Coconino,90,87,3,0,0,0,0,54,48,43,0,0,90,0,0,0
Arizona,Gila,90,19,28,36,7,0,0,200,139,100,0,0,15,73,0,2
Arizona,La Paz,90,88,2,0,0,0,0,64,46,39,0,0,77,0,13,0
Arizona,Maricopa,90,46,43,1,0,0,0,103,67,50,0,12,40,0,33,5
Arizona,Mohave,77,76,1,0,0,0,0,86,26,9,0,0,0,0,0,77
Arizona,Navajo,90,90,0,0,0,0,0,50,47,39,0,0,78,0,0,12
Arizona,Pima,90,62,27,1,0,0,0,101,62,45,0,0,52,0,3,35
Arizona,Pinal,90,79,11,0,0,0,0,61,51,41,0,0,90,0,0,0
Arizona,Santa Cruz,90,62,28,0,0,0,0,92,63,38,0,0,0,0,49,41
Arizona,Yavapai,89,76,13,0,0,0,0,74,54,45,0,0,89,0,0,0
Arizona,Yuma,90,68,21,0,0,1,0,235,55,44,0,0,49,0,14,27
Arkansas,Arkansas,27,26,1,0,0,0,0,51,41,28,0,0,0,0,27,0
Arkansas,Ashley,29,29,0,0,0,0,0,49,47,28,0,0,0,0,29,0
Arkansas,Clark,58,57,1,0,0,0,0,58,41,31,0,0,58,0,0,0
Arkansas,Crittenden,90,88,2,0,0,0,0,58,44,36,0,8,71,0,11,0
Arkansas,Garland,30,27,3,0,0,0,0,60,51,34,0,0,0,0,30,0
Arkansas,Jackson,30,28,2,0,0,0,0,58,49,29,0,0,0,0,30,0
Arkansas,Newton,90,88,2,0,0,0,0,54,46,37,0,0,90,0,0,0
Arkansas,Polk,90,87,3,0,0,0,0,77,48,39,0,0,82,0,8,0
Arkansas,Pulaski,90,78,12,0,0,0,0,60,53,40,0,0,45,0,45,0
Arkansas,Union,30,27,3,0,0,0,0,53,51,29,0,0,0,0,30,0
Arkansas,Washington,90,83,7,0,0,0,0,67,50,39,0,0,83,0,7,0
California,Alameda,90,71,19,0,0,0,0,87,58,41,0,3,44,0,43,0
California,Butte,37,29,8,0,0,0,0,91,59,24,0,0,0,0,37,0
California,Colusa,54,52,2,0,0,0,0,58,31,20,0,0,0,0,54,0
California,Contra Costa,90,79,11,0,0,0,0,90,56,38,0,1,52,0,37,0
California,Fresno,89,78,10,1,0,0,0,112,56,37,0,1,71,0,17,0
California,Humboldt,29,24,5,0,0,0,0,70,64,20,0,0,0,0,29,0
California,Imperial,48,40,8,0,0,0,0,90,58,33,0,0,0,0,48,0
California,Inyo,90,87,3,0,0,0,0,72,45,39,0,0,73,0,0,17
California,Kern,85,75,9,1,0,0,0,128,59,33,0,0,23,0,57,5
California,Kings,120,105,14,1,0,0,0,127,54,36,0,0,97,0,8,15
California,Lake,31,31,0,0,0,0,0,40,37,31,0,0,31,0,0,0
California,Madera,2,1,1,0,0,0,0,96,96,96,0,0,0,0,2,0
California,Marin,90,82,8,0,0,0,0,81,50,37,0,2,57,0,31,0
California,Mariposa,90,85,5,0,0,0,0,87,47,41,0,0,90,0,0,0
California,Merced,59,41,17,1,0,0,0,110,77,37,0,0,27,0,32,0
California,Monterey,90,88,2,0,0,0,0,89,42,36,0,0,82,0,8,0
California,Napa,90,67,23,0,0,0,0,79,60,39,0,0,20,0,70,0
California,Nevada,90,83,7,0,0,0,0,71,50,44,0,0,86,0,4,0
California,Placer,90,86,4,0,0,0,0,57,47,40,0,0,86,0,4,0
California,Plumas,40,12,25,3,0,0,0,149,95,59,0,0,0,0,40,0
California,Riverside,120,67,43,9,0,0,1,365,97,49,0,0,97,0,13,10
California,Sacramento,39,29,10,0,0,0,0,79,76,23,0,0,0,0,39,0
California,San Benito,90,90,0,0,0,0,0,45,42,36,0,0,89,0,1,0
California,San Bernardino,86,71,15,0,0,0,0,84,58,44,0,0,86,0,0,0
California,San Diego,93,30,62,1,0,0,0,112,73,56,0,0,45,0,47,1
California,San Francisco,90,79,11,0,0,0,0,82,51,37,0,13,51,0,26,0
California,San Joaquin,36,23,13,0,0,0,0,96,74,31,0,0,0,0,31,5
California,San Luis Obispo,59,53,6,0,0,0,0,63,51,38,0,0,46,0,12,1
California,San Mateo,90,83,7,0,0,0,0,70,49,33,0,7,48,0,35,0
California,Santa Barbara,46,43,1,1,0,1,0,264,45,37,0,0,28,0,0,18
California,Santa Clara,90,78,12,0,0,0,0,99,54,34,0,6,51,0,33,0
California,Santa Cruz,90,87,3,0,0,0,0,64,43,35,0,0,74,0,16,0
California,Shasta,89,84,5,0,0,0,0,61,48,43,0,0,87,0,2,0
California,Siskiyou,5,1,4,0,0,0,0,66,66,54,0,0,0,0,5,0
California,Solano,90,76,14,0,0,0,0,73,59,38,0,0,48,0,42,0
California,Sonoma,90,81,9,0,0,0,0,68,52,33,0,0,60,0,30,0
California,Stanislaus,14,11,2,1,0,0,0,110,63,20,0,0,0,0,8,6
California,Sutter,28,22,6,0,0,0,0,74,66,16,0,0,0,0,28,0
California,Tehama,9,9,0,0,0,0,0,17,17,5,0,0,0,0,0,9
California,Tulare,79,71,7,1,0,0,0,102,54,33,0,0,67,0,12,0
California,Ventura,90,75,15,0,0,0,0,87,58,43,0,0,68,0,22,0
California,Yolo,71,70,1,0,0,0,0,52,40,34,0,0,67,0,4,0
Colorado,Adams,106,79,27,0,0,0,0,86,62,43,0,23,29,0,34,20
Colorado,Alamosa,58,58,0,0,0,0,0,45,33,13,0,0,0,0,0,58
Colorado,Arapahoe,96,89,7,0,0,0,0,68,50,43,0,0,87,0,9,0
Colorado,Archuleta,69,64,5,0,0,0,0,59,47,22,0,0,0,0,0,69
Colorado,Boulder,95,90,5,0,0,0,0,70,48,42,0,0,80,0,14,1
Colorado,Clear Creek,90,75,15,0,0,0,0,67,58,46,0,0,90,0,0,0
Colorado,Delta,18,18,0,0,0,0,0,41,40,16,0,0,0,0,0,18
Colorado,Denver,106,53,53,0,0,0,0,86,68,51,0,61,9,0,34,2
Colorado,Douglas,95,84,11,0,0,0,0,64,51,41,0,0,86,0,9,0
Colorado,El Paso,93,79,14,0,0,0,0,73,54,44,0,0,73,0,17,3
Colorado,Fremont,8,8,0,0,0,0,0,44,44,10,0,0,0,0,0,8
Colorado,Garfield,91,91,0,0,0,0,0,46,43,34,0,0,84,0,0,7
Colorado,Gunnison,103,95,8,0,0,0,0,72,50,39,0,0,52,0,0,51
Colorado,Jefferson,90,82,8,0,0,0,0,67,50,44,0,0,90,0,0,0
Colorado,La Plata,120,94,25,1,0,0,0,108,71,45,0,0,114,0,6,0
Colorado,Larimer,91,73,18,0,0,0,0,67,54,47,0,0,77,0,13,1
Colorado,Mesa,96,87,9,0,0,0,0,76,50,40,0,0,70,0,20,6
Colorado,Moffat,90,88,2,0,0,0,0,71,47,42,0,0,90,0,0,0
Colorado,Montezuma,90,88,2,0,0,0,0,67,44,40,0,0,90,0,0,0
Colorado,Montrose,88,88,0,0,0,0,0,50,44,37,0,0,88,0,0,0
Colorado,Pitkin,17,17,0,0,0,0,0,22,17,8,0,0,0,0,0,17
Colorado,Prowers,67,65,2,0,0,0,0,67,37,12,0,0,0,0,0,67
Colorado,Pueblo,30,28,1,1,0,0,0,107,28,19,0,0,0,0,18,12
Colorado,Rio Blanco,90,80,10,0,0,0,0,87,51,43,0,0,81,0,9,0
Colorado,Routt,70,68,2,0,0,0,0,53,41,17,0,0,0,0,0,70
Colorado,San Miguel,20,19,1,0,0,0,0,55,43,14,0,0,0,0,0,20
Colorado,Weld,96,80,16,0,0,0,0,72,58,41,0,0,61,0,35,0
Connecticut,Windham,58,58,0,0,0,0,0,44,39,33,0,0,58,0,0,0
Country Of Mexico,BAJA CALIFORNIA NORTE,90,26,47,15,2,0,0,156,125,68,0,0,0,0,87,3
Delaware,Kent,119,102,17,0,0,0,0,81,54,40,0,0,82,0,37,0
Delaware,New Castle,120,89,31,0,0,0,0,93,62,44,0,4,65,0,51,0
Delaware,Sussex,120,102,18,0,0,0,0,67,57,41,0,0,82,0,38,0
District Of Columbia,District of Columbia,120,90,30,0,0,0,0,68,59,40,0,0,0,0,120,0
Florida,Indian River,57,54,3,0,0,0,0,58,48,41,0,0,57,0,0,0
Florida,Liberty,52,52,0,0,0,0,0,49,43,33,0,0,52,0,0,0
Georgia,Bibb,90,74,16,0,0,0,0,81,58,42,0,0,24,0,66,0
Georgia,Chatham,90,77,13,0,0,0,0,80,54,36,0,0,21,11,58,0
Georgia,Chattooga,31,31,0,0,0,0,0,47,44,40,0,0,31,0,0,0
Georgia,Clarke,86,74,12,0,0,0,0,66,54,38,0,0,24,0,62,0
Georgia,Clayton,18,10,8,0,0,0,0,68,67,48,0,0,0,0,18,0
Georgia,Cobb,50,44,6,0,0,0,0,72,55,39,0,0,31,0,19,0
Georgia,Coffee,4,4,0,0,0,0,0,38,38,30,0,0,0,0,4,0
Georgia,Columbia,31,30,1,0,0,0,0,54,48,42,0,0,31,0,0,0
Georgia,Coweta,88,75,13,0,0,0,0,60,53,36,0,0,22,0,66,0
Georgia,Dawson,30,27,3,0,0,0,0,61,51,43,0,0,30,0,0,0
Georgia,DeKalb,90,62,28,0,0,0,0,72,60,43,0,24,28,0,38,0
Georgia,Dougherty,84,53,30,0,1,0,0,151,71,45,0,0,0,0,84,0
Georgia,Douglas,31,31,0,0,0,0,0,50,46,41,0,0,31,0,0,0
Georgia,Floyd,90,72,18,0,0,0,0,69,56,25,0,0,0,43,47,0
Georgia,Fulton,90,60,30,0,0,0,0,75,59,46,0,13,15,0,62,0
Georgia,Glynn,48,44,4,0,0,0,0,62,47,38,0,0,31,0,17,0
Georgia,Gwinnett,89,80,9,0,0,0,0,75,51,38,0,0,25,0,64,0
Georgia,Hall,20,17,3,0,0,0,0,66,58,30,0,0,0,0,20,0
Georgia,Henry,86,74,12,0,0,0,0,63,51,36,0,0,24,0,62,0
Georgia,Houston,89,65,23,1,0,0,0,141,62,33,0,0,0,0,89,0
Georgia,Lowndes,90,69,21,0,0,0,0,95,60,38,0,0,0,0,90,0
Georgia,Murray,26,24,2,0,0,0,0,64,49,46,0,0,26,0,0,0
Georgia,Muscogee,89,66,23,0,0,0,0,92,64,40,0,0,15,0,74,0
Georgia,Paulding,11,10,1,0,0,0,0,52,37,21,0,0,0,0,11,0
Georgia,Pike,59,58,1,0,0,0,0,61,44,38,0,0,59,0,0,0
Georgia,Richmond,90,66,23,0,0,0,1,364,63,43,0,0,23,4,62,1
Georgia,Rockdale,30,30,0,0,0,0,0,50,49,42,0,0,30,0,0,0
Georgia,Sumter,30,28,2,0,0,0,0,58,49,44,0,0,30,0,0,0
Georgia,Walker,77,60,17,0,0,0,0,75,58,38,0,0,0,0,77,0
Georgia,Washington,20,15,5,0,0,0,0,78,76,40,0,0,0,0,20,0
Hawaii,Hawaii,90,11,4,11,62,2,0,277,200,199,0,0,0,79,11,0
Hawaii,Honolulu,69,64,5,0,0,0,0,60,48,38,0,1,48,0,20,0
Hawaii,Kauai,59,58,1,0,0,0,0,53,34,13,0,10,0,0,49,0
Hawaii,Maui,59,54,5,0,0,0,0,81,47,21,0,0,0,0,59,0
Idaho,Bannock,91,88,3,0,0,0,0,72,30,15,0,0,0,0,74,17
Idaho,Benewah,90,86,4,0,0,0,0,63,38,21,0,0,0,0,90,0
Idaho,Butte,90,90,0,0,0,0,0,45,44,41,0,0,90,0,0,0
Idaho,Idaho,90,79,11,0,0,0,0,61,51,35,0,0,20,0,70,0
Idaho,Jerome,75,73,2,0,0,0,0,59,24,17,0,0,0,0,75,0
Idaho,Nez Perce,88,88,0,0,0,0,0,25,13,6,0,0,0,0,88,0
Illinois,Adams,31,31,0,0,0,0,0,50,44,38,0,0,31,0,0,0
Illinois,Champaign,90,67,23,0,0,0,0,81,57,38,0,0,38,0,52,0
Illinois,Cook,90,47,42,1,0,0,0,102,68,48,0,9,19,0,62,0
Illinois,DuPage,41,35,6,0,0,0,0,73,53,34,0,0,19,0,22,0
Illinois,Effingham,31,31,0,0,0,0,0,45,44,37,0,0,31,0,0,0
Illinois,Hamilton,90,76,14,0,0,0,0,61,54,38,0,0,25,0,65,0
Illinois,Jersey,90,70,20,0,0,0,0,81,60,41,0,0,14,0,76,0
Illinois,Jo Daviess,51,51,0,0,0,0,0,44,38,31,0,0,51,0,0,0
Illinois,Kane,84,74,10,0,0,0,0,72,52,35,0,0,67,0,17,0
Illinois,La Salle,90,90,0,0,0,0,0,13,4,1,0,0,0,90,0,0
Illinois,Lake,87,87,0,0,0,0,0,45,40,32,0,0,87,0,0,0
Illinois,Macon,90,80,10,0,0,0,0,70,52,36,0,0,45,7,38,0
Illinois,Macoupin,89,89,0,0,0,0,0,44,40,1,0,0,30,59,0,0
Illinois,Madison,90,69,21,0,0,0,0,70,60,40,0,0,38,0,50,2
Illinois,McHenry,85,73,12,0,0,0,0,75,53,35,0,0,40,0,45,0
Illinois,McLean,90,73,17,0,0,0,0,84,59,38,0,0,35,0,55,0
Illinois,Monroe,90,90,0,0,0,0,0,29,9,3,0,0,0,90,0,0
Illinois,Peoria,90,77,13,0,0,0,0,70,54,37,0,0,47,0,43,0
Illinois,Randolph,90,71,19,0,0,0,0,68,56,40,0,0,24,0,66,0
Illinois,Rock Island,88,84,4,0,0,0,0,65,45,34,0,0,75,0,13,0
Illinois,Saint Clair,90,80,10,0,0,0,0,62,51,33,0,9,37,0,44,0
Illinois,Sangamon,89,82,7,0,0,0,0,69,47,32,0,0,75,0,14,0
Illinois,Tazewell,82,82,0,0,0,0,0,31,17,3,0,0,0,82,0,0
Illinois,Wabash,90,89,1,0,0,0,0,59,16,1,0,0,0,90,0,0
Illinois,Will,90,70,20,0,0,0,0,89,63,36,0,0,36,0,54,0
Illinois,Winnebago,88,83,5,0,0,0,0,85,44,33,0,0,70,0,18,0
Indiana,Allen,109,77,32,0,0,0,0,91,63,40,0,0,0,0,109,0
Indiana,Bartholomew,114,105,9,0,0,0,0,75,49,28,0,0,0,0,114,0
Indiana,Clark,36,32,4,0,0,0,0,62,51,30,0,0,0,0,31,5
Indiana,Daviess,89,89,0,0,0,0,0,26,10,4,0,0,0,89,0,0
Indiana,Delaware,29,23,6,0,0,0,0,66,58,29,0,0,0,0,29,0
Indiana,Dubois,36,33,3,0,0,0,0,66,50,29,0,0,0,0,30,6
Indiana,Elkhart,69,50,19,0,0,0,0,85,65,34,0,0,0,0,69,0
Indiana,Floyd,120,102,18,0,0,0,0,70,54,32,0,0,0,3,117,0
Indiana,Gibson,89,83,6,0,0,0,0,65,29,3,0,0,0,89,0,0
Indiana,Greene,49,44,5,0,0,0,0,64,51,40,0,0,26,0,23,0
Indiana,Hamilton,90,74,16,0,0,0,0,74,57,37,0,0,0,0,90,0
Indiana,Henry,30,26,4,0,0,0,0,62,54,31,0,0,0,0,30,0
Indiana,Howard,87,63,24,0,0,0,0,80,64,40,0,0,0,0,87,0
Indiana,Knox,59,59,0,0,0,0,0,46,38,30,0,0,59,0,0,0
Indiana,LaPorte,29,23,6,0,0,0,0,73,60,35,0,0,0,0,29,0
Indiana,Lake,120,88,32,0,0,0,0,89,60,35,2,14,0,3,89,12
Indiana,Madison,90,67,23,0,0,0,0,84,60,33,0,0,0,0,90,0
Indiana,Marion,120,86,34,0,0,0,0,81,61,40,0,7,7,0,105,1
Indiana,Monroe,67,61,6,0,0,0,0,60,48,26,0,0,0,0,67,0
Indiana,Morgan,90,90,0,0,0,0,0,50,9,3,0,0,0,90,0,0
Indiana,Perry,29,28,1,0,0,0,0,54,46,40,0,0,29,0,0,0
Indiana,Pike,90,90,0,0,0,0,0,40,9,3,0,0,0,90,0,0
Indiana,Porter,120,100,20,0,0,0,0,82,58,31,0,0,0,7,88,25
Indiana,Posey,61,57,4,0,0,0,0,61,47,40,0,0,61,0,0,0
Indiana,Spencer,30,26,4,0,0,0,0,61,56,30,0,0,0,0,30,0
Indiana,St. Joseph,112,97,15,0,0,0,0,84,52,19,0,66,0,0,46,0
Indiana,Tippecanoe,90,64,26,0,0,0,0,81,60,43,0,0,0,0,90,0
Indiana,Vanderburgh,120,107,13,0,0,0,0,66,53,38,0,1,78,0,41,0
Indiana,Vigo,120,82,38,0,0,0,0,87,61,41,0,0,0,3,117,0
Indiana,Wabash,59,59,0,0,0,0,0,43,38,30,0,0,59,0,0,0
Indiana,Warrick,61,57,4,0,0,0,0,67,50,41,0,0,61,0,0,0
Indiana,Whitley,113,92,21,0,0,0,0,85,55,31,0,0,0,0,113,0
Iowa,Black Hawk,118,59,59,0,0,0,0,77,66,51,0,0,0,0,118,0
Iowa,Bremer,61,59,2,0,0,0,0,58,44,34,0,0,61,0,0,0
Iowa,Cerro Gordo,87,87,0,0,0,0,0,30,21,12,0,0,0,0,0,87
Iowa,Clinton,120,38,82,0,0,0,0,89,70,55,0,0,8,0,112,0
Iowa,Delaware,30,28,2,0,0,0,0,66,46,28,0,0,0,0,30,0
Iowa,Harrison,61,56,5,0,0,0,0,80,45,37,0,0,61,0,0,0
Iowa,Johnson,119,94,25,0,0,0,0,66,56,35,0,0,0,0,119,0
Iowa,Lee,25,21,4,0,0,0,0,66,56,37,0,0,0,0,25,0
Iowa,Linn,120,96,24,0,0,0,0,72,60,39,0,0,39,5,76,0
Iowa,Montgomery,120,80,40,0,0,0,0,71,58,42,0,0,38,0,82,0
Iowa,Muscatine,120,72,48,0,0,0,0,77,63,46,0,0,0,6,114,0
Iowa,Palo Alto,120,82,38,0,0,0,0,70,59,42,0,0,21,0,99,0
Iowa,Polk,120,100,20,0,0,0,0,74,53,39,0,1,58,0,61,0
Iowa,Pottawattamie,33,29,4,0,0,0,0,71,51,29,0,0,0,0,33,0
Iowa,Scott,120,37,82,1,0,0,0,103,71,55,0,0,8,0,98,14
Iowa,Van Buren,120,98,22,0,0,0,0,77,54,39,0,1,31,0,88,0
Iowa,Warren,61,58,3,0,0,0,0,58,45,36,0,0,61,0,0,0
Iowa,Woodbury,116,113,3,0,0,0,0,65,34,0,0,0,0,85,27,4
Kansas,Ford,89,86,1,1,1,0,0,187,31,11,0,0,0,0,0,89
Kansas,Johnson,89,81,8,0,0,0,0,62,49,36,0,0,49,0,40,0
Kansas,Leavenworth,90,89,1,0,0,0,0,51,43,31,0,0,90,0,0,0
Kansas,Neosho,90,82,8,0,0,0,0,61,49,34,0,0,72,0,17,1
Kansas,Sedgwick,90,68,22,0,0,0,0,95,59,39,0,3,41,0,24,22
Kansas,Shawnee,89,86,3,0,0,0,0,60,45,33,0,0,75,0,12,2
Kansas,Sherman,12,12,0,0,0,0,0,35,21,13,0,0,0,0,0,12
Kansas,Sumner,90,84,6,0,0,0,0,68,44,35,0,0,80,0,10,0
Kansas,Trego,90,87,3,0,0,0,0,62,38,31,0,0,75,0,14,1
Kansas,Wyandotte,90,57,33,0,0,0,0,97,61,44,0,2,29,0,59,0
Kentucky,Bell,6,6,0,0,0,0,0,43,43,30,0,0,0,0,6,0
Kentucky,Boyd,31,29,2,0,0,0,0,55,42,30,0,0,0,0,31,0
Kentucky,Campbell,31,27,4,0,0,0,0,54,51,34,0,0,0,0,31,0
Kentucky,Carter,11,10,1,0,0,0,0,51,38,18,0,0,0,0,11,0
Kentucky,Christian,10,9,1,0,0,0,0,52,52,28,0,0,0,0,10,0
Kentucky,Daviess,31,30,1,0,0,0,0,52,43,34,0,1,0,0,30,0
Kentucky,Edmonson,90,89,1,0,0,0,0,51,46,37,0,0,90,0,0,0
Kentucky,Fayette,31,30,1,0,0,0,0,53,37,24,0,5,0,0,26,0
Kentucky,Greenup,27,27,0,0,0,0,0,4,3,1,0,0,0,27,0,0
Kentucky,Hardin,31,30,1,0,0,0,0,51,43,30,0,0,0,0,31,0
Kentucky,Henderson,31,29,2,0,0,0,0,57,45,33,0,0,0,1,30,0
Kentucky,Jessamine,31,31,0,0,0,0,0,3,1,0,0,0,0,31,0,0
Kentucky,Madison,9,7,2,0,0,0,0,53,53,26,0,0,0,0,9,0
Kentucky,McCracken,31,31,0,0,0,0,0,43,38,30,0,0,0,0,31,0
Kentucky,Morgan,59,59,0,0,0,0,0,50,43,34,0,0,59,0,0,0
Kentucky,Perry,21,21,0,0,0,0,0,45,37,27,0,0,0,0,21,0
Kentucky,Pike,31,31,0,0,0,0,0,48,40,26,0,0,0,0,31,0
Kentucky,Pulaski,11,11,0,0,0,0,0,49,46,21,0,0,0,0,11,0
Kentucky,Trigg,54,53,1,0,0,0,0,54,42,34,0,0,54,0,0,0
Kentucky,Warren,31,31,0,0,0,0,0,46,38,28,0,0,0,0,31,0
Kentucky,Washington,58,58,0,0,0,0,0,49,42,32,0,0,58,0,0,0
Louisiana,Ascension,119,106,13,0,0,0,0,93,54,38,0,0,119,0,0,0
Louisiana,Bossier,119,103,16,0,0,0,0,87,54,37,0,0,98,0,21,0
Louisiana,Caddo,118,111,7,0,0,0,0,74,46,35,0,0,118,0,0,0
Louisiana,Calcasieu,120,81,39,0,0,0,0,98,59,44,0,1,41,2,76,0
Louisiana,East Baton Rouge,120,83,36,1,0,0,0,101,61,44,0,3,39,3,75,0
Louisiana,Iberville,120,97,23,0,0,0,0,97,64,43,0,0,120,0,0,0
Louisiana,Jefferson,120,111,9,0,0,0,0,83,50,38,0,5,96,0,19,0
Louisiana,Lafayette,120,110,10,0,0,0,0,80,50,38,0,0,106,0,14,0
Louisiana,Lafourche,120,108,12,0,0,0,0,74,51,37,0,0,111,0,9,0
Louisiana,Livingston,120,97,22,1,0,0,0,105,57,42,0,0,74,0,46,0
Louisiana,Orleans,120,111,9,0,0,0,0,64,50,37,0,26,0,0,94,0
Louisiana,Ouachita,118,114,4,0,0,0,0,67,46,35,0,0,118,0,0,0
Louisiana,Pointe Coupee,119,111,8,0,0,0,0,93,46,35,0,0,119,0,0,0
Louisiana,St. Bernard,120,97,23,0,0,0,0,96,56,44,0,0,92,10,18,0
Louisiana,St. Charles,104,101,3,0,0,0,0,77,26,0,0,0,0,104,0,0
Louisiana,St. James,120,113,7,0,0,0,0,71,48,35,0,0,120,0,0,0
Louisiana,St. John the Baptist,120,109,11,0,0,0,0,80,49,36,0,0,120,0,0,0
Louisiana,St. Martin,118,105,13,0,0,0,0,80,51,38,0,0,118,0,0,0
Louisiana,St. Tammany,119,108,11,0,0,0,0,80,49,40,0,0,105,0,14,0
Louisiana,West Baton Rouge,120,111,8,1,0,0,0,101,47,36,0,3,117,0,0,0
Maine,Androscoggin,88,76,12,0,0,0,0,72,53,39,0,0,43,0,45,0
Maine,Aroostook,120,88,32,0,0,0,0,97,58,37,0,0,22,0,93,5
Maine,Cumberland,120,111,9,0,0,0,0,74,49,39,0,7,90,0,22,1
Maine,Franklin,85,84,1,0,0,0,0,52,30,16,0,0,0,0,85,0
Maine,Hancock,120,113,6,1,0,0,0,150,48,40,0,0,116,0,4,0
Maine,Kennebec,86,85,1,0,0,0,0,62,41,18,0,59,25,0,2,0
Maine,Oxford,116,105,11,0,0,0,0,71,50,39,0,0,106,0,10,0
Maine,Penobscot,112,106,6,0,0,0,0,77,46,36,0,0,57,0,53,2
Maine,Washington,120,114,6,0,0,0,0,71,47,39,0,0,120,0,0,0
Maine,York,68,63,5,0,0,0,0,100,47,41,0,0,68,0,0,0
Maryland,Anne Arundel,41,39,2,0,0,0,0,54,47,40,0,0,31,0,0,10
Maryland,Baltimore,90,82,8,0,0,0,0,74,50,38,0,14,44,0,32,0
Maryland,Baltimore (City),90,68,22,0,0,0,0,70,57,40,0,12,20,0,58,0
Maryland,Calvert,31,27,4,0,0,0,0,64,51,43,0,0,31,0,0,0
Maryland,Carroll,31,30,1,0,0,0,0,51,47,40,0,0,31,0,0,0
Maryland,Cecil,90,71,19,0,0,0,0,67,54,39,0,0,23,0,67,0
Maryland,Charles,30,24,6,0,0,0,0,71,61,45,0,0,30,0,0,0
Maryland,Dorchester,90,81,9,0,0,0,0,63,51,41,0,0,61,0,29,0
Maryland,Frederick,31,30,1,0,0,0,0,54,47,41,0,0,31,0,0,0
Maryland,Garrett,90,80,10,0,0,0,0,67,53,38,0,0,71,0,19,0
Maryland,Harford,119,100,19,0,0,0,0,84,54,39,0,0,57,0,62,0
Maryland,Howard,90,74,16,0,0,0,0,64,53,35,0,33,0,0,57,0
Maryland,Kent,86,77,9,0,0,0,0,59,51,37,0,0,27,0,59,0
Maryland,Montgomery,89,87,2,0,0,0,0,61,46,32,0,0,29,0,60,0
Maryland,Prince George's,90,84,6,0,0,0,0,61,48,37,0,1,67,0,22,0
Maryland,Washington,90,74,16,0,0,0,0,80,58,39,0,0,21,0,69,0
Massachusetts,Barnstable,83,83,0,0,0,0,0,50,44,40,0,0,83,0,0,0
Massachusetts,Berkshire,89,70,19,0,0,0,0,67,58,33,0,0,0,0,89,0
Massachusetts,Bristol,90,89,1,0,0,0,0,51,44,38,0,0,83,0,7,0
Massachusetts,Dukes,89,89,0,0,0,0,0,49,45,39,0,0,89,0,0,0
Massachusetts,Essex,90,88,2,0,0,0,0,54,44,39,0,1,80,0,9,0
Massachusetts,Franklin,90,86,4,0,0,0,0,56,45,37,0,0,70,0,20,0
Massachusetts,Hampden,90,73,17,0,0,0,0,68,56,39,0,6,49,0,35,0
Massachusetts,Hampshire,90,85,5,0,0,0,0,57,48,40,0,0,70,0,20,0
Massachusetts,Middlesex,89,89,0,0,0,0,0,50,43,34,0,0,89,0,0,0
Massachusetts,Norfolk,90,89,1,0,0,0,0,54,44,38,0,1,89,0,0,0
Massachusetts,Plymouth,90,89,1,0,0,0,0,54,43,35,0,0,77,0,13,0
Massachusetts,Suffolk,90,2,88,0,0,0,0,80,70,62,0,0,0,0,90,0
Massachusetts,Worcester,90,82,8,0,0,0,0,58,50,41,0,12,58,0,20,0
Michigan,Allegan,28,21,7,0,0,0,0,77,63,36,0,0,0,0,28,0
